step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
1,1.574,1.591758,0.223209,0.192984,0.253433,20,0.00000000,0,0.178953,0.179559,0.178346,0.592563,0.559034,0.626091,0.263134,0.227636,0.298632,0.040695,0.035942,0.765997,0.696076,0.000000,0,0,0,0,0
10,11.588,1.397899,0.291349,0.265017,0.317682,20,0.00000000,0,0.129992,0.134939,0.125045,0.715559,0.690305,0.740814,0.329092,0.300778,0.357406,0.030229,0.025161,0.692668,0.638992,0.000000,0,0,0,0,0
20,22.429,1.233847,0.360645,0.339971,0.381320,20,0.00000000,0,0.103241,0.112252,0.094230,0.793433,0.771095,0.815771,0.397692,0.378133,0.417252,0.025169,0.018937,0.615342,0.579173,0.000000,0,0,0,0,0
30,33.043,1.091202,0.430710,0.415157,0.446264,20,0.00000557,0,0.098767,0.114844,0.082689,0.827533,0.801197,0.853869,0.473000,0.462835,0.483165,0.025510,0.016488,0.531596,0.512856,0.000000,0,0,0,0,0
40,43.883,0.991565,0.481576,0.474737,0.488416,20,0.00004258,2,0.098354,0.118302,0.078406,0.844101,0.817773,0.870429,0.528805,0.530899,0.526710,0.026220,0.015556,0.464472,0.470131,0.000000,0,0,0,0,0
50,196.365,0.916320,0.519330,0.526651,0.512009,23,0.00002534,0,0.097925,0.120895,0.074955,0.855077,0.830017,0.880137,0.570353,0.590320,0.550387,0.026959,0.014794,0.404983,0.446116,0.000000,3,0,0,0,0
60,208.723,0.848063,0.553020,0.568324,0.537716,23,0.00016585,0,0.095652,0.123487,0.067817,0.866154,0.837941,0.894366,0.606343,0.638505,0.574182,0.027368,0.013290,0.357319,0.422215,0.000000,3,0,0,0,0
70,221.157,0.795855,0.579588,0.593260,0.565916,23,0.00015752,2,0.094360,0.121975,0.066746,0.872787,0.845130,0.900444,0.634655,0.665622,0.603688,0.026857,0.013172,0.330530,0.393515,0.000000,3,0,0,0,0
80,233.811,0.746679,0.602469,0.612825,0.592113,23,0.00009056,2,0.087634,0.110307,0.064961,0.883551,0.860500,0.906603,0.655500,0.680424,0.630577,0.024412,0.012588,0.314846,0.366727,0.000000,3,0,0,0,0
90,246.481,0.699843,0.627752,0.620463,0.635040,23,0.00009474,5,0.090690,0.119274,0.062106,0.884555,0.853425,0.915684,0.684474,0.694468,0.674479,0.026462,0.012087,0.301247,0.322087,0.000000,3,0,0,0,0
