step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
1,1.536,1.209163,0.253338,0.207146,0.299531,20,0.00018595,0,0.119465,0.148984,0.089946,0.699510,0.615020,0.784000,0.282240,0.238008,0.326472,0.033363,0.018169,0.756966,0.669800,0.000000,0,0,0,0,0
25,27.376,0.912173,0.396294,0.368030,0.424559,20,0.00090035,1,0.056509,0.075303,0.037716,0.880641,0.840138,0.921144,0.418157,0.395743,0.440571,0.016672,0.007512,0.598490,0.555441,0.000000,0,0,0,0,0
50,337.715,0.719476,0.521054,0.498495,0.543612,23,0.00100955,3,0.049288,0.076923,0.021654,0.918572,0.874670,0.962474,0.546112,0.536841,0.555384,0.016924,0.004303,0.458100,0.440292,0.000000,1,2,0,0,0
75,367.915,0.573053,0.616687,0.597246,0.636128,23,0.00119943,2,0.043265,0.074870,0.011660,0.938879,0.895554,0.982204,0.642754,0.641962,0.643546,0.016334,0.002204,0.354192,0.352274,0.000000,1,2,0,0,0
100,677.726,0.482461,0.674811,0.642966,0.706656,22,0.00098752,4,0.036406,0.068172,0.004640,0.951604,0.909702,0.993506,0.698366,0.686798,0.709935,0.014504,0.000804,0.309478,0.286929,0.000000,4,2,4,0,0
125,707.339,0.432659,0.708148,0.673519,0.742776,22,0.00048603,5,0.033111,0.061582,0.004640,0.957261,0.920701,0.993820,0.730609,0.714996,0.746222,0.013614,0.000782,0.281294,0.250379,0.000000,4,2,4,0,0
150,1055.595,0.365014,0.756911,0.716069,0.797753,25,0.00017169,3,0.039491,0.073034,0.005949,0.952921,0.913200,0.992642,0.785432,0.768366,0.802499,0.015901,0.000934,0.228635,0.195135,0.000000,7,2,4,0,0
175,1089.183,0.314181,0.789454,0.748988,0.829921,25,0.00012781,3,0.036325,0.067416,0.005235,0.957999,0.922233,0.993764,0.816873,0.799481,0.834265,0.014265,0.000971,0.197260,0.163535,0.000000,7,2,4,0,0
200,1475.314,0.266133,0.820541,0.790774,0.850308,28,0.00005375,2,0.031598,0.058557,0.004640,0.964609,0.934620,0.994598,0.845666,0.837079,0.854253,0.012285,0.000926,0.160618,0.143425,0.000000,10,2,4,0,0
225,1512.989,0.228154,0.846126,0.810822,0.881430,28,0.00015545,1,0.033340,0.058232,0.008447,0.963516,0.936446,0.990586,0.873457,0.858038,0.888876,0.012154,0.001635,0.138824,0.108584,0.000000,10,2,4,0,0
